"current","postion"
3.456494831,4.300742007
3.456494831,4.309739702
3.456494831,4.318782656
3.456494831,4.32786625
3.456494831,4.336986045
3.456494831,4.346137775
3.456494831,4.355317345
3.456494831,4.364520825
3.456494831,4.373744442
3.456494831,4.382984577
3.456494831,4.392237759
3.456494831,4.401500663
3.456494831,4.410770102
3.456494831,4.420043024
3.456494831,4.429316507
3.456494831,4.438587755
3.456494831,4.447854095
3.456494831,4.457112971
3.456494831,4.466361941
3.456494831,4.475598672
3.456494831,4.484820939
3.456494831,4.494026618
3.456494831,4.503213686
3.456494831,4.512380213
3.456494831,4.521524365
3.456494831,4.530644393
3.456494831,4.539738637
3.456494831,4.548805519
3.456494831,4.557843541
3.456494831,4.566851282
3.456494831,4.575827394
3.456494831,4.584770604
3.456494831,4.593679704
3.456494831,4.602553556
3.456494831,4.611391083
3.456494831,4.620191273
1.282338326,4.628953169
1.282338326,4.637127128
1.282338326,4.644193733
1.282338326,4.650196139
1.282338326,4.655175851
1.282338326,4.659172783
1.282338326,4.662225322
1.282338326,4.664370386
1.282338326,4.665643477
1.282338326,4.666078738
1.282338326,4.665709006
1.282338326,4.664565858
3.107035821,4.662679662
3.107035821,4.660503457
3.107035821,4.658467172
3.107035821,4.656565764
3.107035821,4.65479436
3.107035821,4.653148248
3.107035821,4.651622876
3.107035821,4.650213842
3.107035821,4.648916893
3.107035821,4.647727919
3.107035821,4.646642945
3.107035821,4.645658131
3.107035821,4.644769767
3.107035821,4.643974264
3.107035821,4.643268157
3.107035821,4.642648094
3.107035821,4.642110839
3.107035821,4.641653262
3.107035821,4.64127234
3.107035821,4.64096515
3.107035821,4.640728869
3.107035821,4.640560768
3.107035821,4.640458211
3.107035821,4.640418651
3.107035821,4.640439625
3.107035821,4.640518757
3.107035821,4.640653747
3.107035821,4.640842377
3.107035821,4.6410825
3.107035821,4.641372047
3.107035821,4.641709015
3.107035821,4.64209147
3.107035821,4.642517545
3.107035821,4.642985437
3.107035821,4.643493403
3.107035821,4.644039759
3.107035821,4.644622881
3.107035821,4.6452412
3.107035821,4.6458932
3.107035821,4.646577416
3.107035821,4.647292436
3.107035821,4.648036896
3.107035821,4.648809478
3.107035821,4.649608909
3.107035821,4.650433963
3.107035821,4.651283454
3.107035821,4.652156239
3.107035821,4.653051212
3.107035821,4.653967308
3.107035821,4.654903499
3.107035821,4.655858793
2.077161741,4.656832232
2.077161741,4.657540072
2.077161741,4.657713545
2.077161741,4.657373589
2.077161741,4.656540367
2.077161741,4.655233302
2.077161741,4.653471102
2.077161741,4.651271784
2.077161741,4.648652703
2.077161741,4.645630574
2.077161741,4.642221498
2.077161741,4.63844098
2.077161741,4.634303956
2.077161741,4.629824813
2.077161741,4.625017406
2.077161741,4.619895081
2.077161741,4.614470695
2.077161741,4.608756628
2.077161741,4.602764808
2.077161741,4.596506722
2.077161741,4.589993437
2.077161741,4.583235612
2.077161741,4.576243516
2.077161741,4.569027038
2.077161741,4.561595707
2.077161741,4.553958701
2.077161741,4.546124863
2.077161741,4.538102711
2.077161741,4.529900451
2.077161741,4.521525988
2.077161741,4.51298694
2.077161741,4.504290645
2.077161741,4.495444174
2.077161741,4.486454338
2.077161741,4.477327703
2.077161741,4.468070592
2.077161741,4.458689101
2.077161741,4.449189102
2.077161741,4.439576255
2.077161741,4.429856014
2.077161741,4.420033635
2.077161741,4.410114183
2.077161741,4.400102542
2.077161741,4.390003417
2.077161741,4.379821344
2.077161741,4.369560695
2.077161741,4.359225686
2.077161741,4.348820379
2.077161741,4.338348691
2.077161741,4.327814399
2.077161741,4.317221145
2.077161741,4.306572439
2.077161741,4.295871666
2.077161741,4.285122093
2.077161741,4.274326866
2.077161741,4.263489023
2.077161741,4.252611491
2.077161741,4.241697097
2.077161741,4.230748565
2.077161741,4.219768524
2.077161741,4.20875951
2.077161741,4.197723969
2.077161741,4.186664264
2.077161741,4.175582672
2.077161741,4.164481392
2.077161741,4.153362546
2.077161741,4.142228182
2.077161741,4.131080277
2.077161741,4.119920741
2.077161741,4.108751415
2.077161741,4.09757408
2.077161741,4.086390452
2.077161741,4.075202191
2.077161741,4.0640109
2.077161741,4.052818126
2.077161741,4.041625365
2.077161741,4.030434062
2.077161741,4.019245611
2.077161741,4.008061362
2.077161741,3.996882618
2.077161741,3.985710639
2.077161741,3.974546643
3.609064854,3.963391806
3.609064854,3.952789958
3.609064854,3.943258231
3.609064854,3.93475857
3.609064854,3.927254003
3.609064854,3.920708612
3.609064854,3.915087501
3.609064854,3.910356766
3.609064854,3.906483467
3.609064854,3.903435602
3.609064854,3.901182081
3.609064854,3.899692702
3.609064854,3.898938128
3.609064854,3.898889863
3.609064854,3.899520233
3.609064854,3.900802363
3.609064854,3.90271016
3.609064854,3.905218291
3.609064854,3.908302166
3.609064854,3.911937919
3.609064854,3.916102395
3.609064854,3.920773124
3.609064854,3.925928317
3.609064854,3.931546837
3.609064854,3.937608195
3.609064854,3.944092527
3.609064854,3.950980583
3.609064854,3.95825371
3.609064854,3.965893842
3.609064854,3.97388348
3.609064854,3.982205685
3.609064854,3.990844059
3.609064854,3.999782735
3.609064854,4.009006364
3.609064854,4.0185001
3.609064854,4.02824959
3.609064854,4.038240961
3.609064854,4.048460809
3.609064854,4.058896184
3.609064854,4.06953458
3.609064854,4.080363927
3.609064854,4.091372573
3.609064854,4.102549278
3.609064854,4.113883203
3.609064854,4.125363895
3.609064854,4.136981281
3.609064854,4.148725655
3.609064854,4.160587671
3.609064854,4.172558329
3.609064854,4.184628966
3.609064854,4.196791249
3.609064854,4.209037165
3.609064854,4.221359007
3.609064854,4.233749372
3.609064854,4.246201147
3.609064854,4.258707503
3.609064854,4.271261885
3.609064854,4.283858002
3.609064854,4.296489825
3.609064854,4.309151572
3.609064854,4.321837703
3.609064854,4.334542915
3.609064854,4.347262129
3.609064854,4.359990486
3.609064854,4.372723343
3.609064854,4.385456257
3.609064854,4.39818499
3.609064854,4.410905491
3.609064854,4.423613897
3.609064854,4.436306525
3.609064854,4.448979865
3.609064854,4.461630574
3.609064854,4.47425547
3.609064854,4.486851528
3.609064854,4.499415873
3.609064854,4.511945777
3.609064854,4.524438649
-0.118669278,4.536892034
-0.118669278,4.548596749
-0.118669278,4.558883375
-0.118669278,4.567807511
-0.118669278,4.57542258
-0.118669278,4.581779907
-0.118669278,4.586928808
-0.118669278,4.590916663
-0.118669278,4.593788997
-0.118669278,4.595589549
-0.118669278,4.596360344
-0.118669278,4.596141758
-0.118669278,4.594972586
-0.118669278,4.592890102
-0.118669278,4.589930117
-0.118669278,4.58612704
-0.118669278,4.581513929
-0.118669278,4.57612255
-0.118669278,4.569983419
-0.118669278,4.563125858
-0.118669278,4.55557804
-0.118669278,4.547367032
-0.118669278,4.538518842
-0.118669278,4.529058457
-0.118669278,4.519009884
-0.118669278,4.508396189
-0.118669278,4.497239536
-0.118669278,4.485561218
-0.118669278,4.473381693
-0.118669278,4.460720618
-0.118669278,4.44759688
-0.118669278,4.434028624
-0.118669278,4.420033285
-0.118669278,4.405627614
-0.118669278,4.390827705
-0.118669278,4.375649022
-0.118669278,4.360106423
-0.118669278,4.344214182
-0.118669278,4.327986015
-0.118669278,4.311435099
-0.118669278,4.294574096
-0.118669278,4.277415172
-0.118669278,4.259970013
-0.118669278,4.24224985
-0.118669278,4.224265473
-0.118669278,4.206027249
-0.118669278,4.187545138
3.677348496,4.168828711
3.677348496,4.150687764
3.677348496,4.133894303
3.677348496,4.118401979
3.677348496,4.104165803
3.677348496,4.091142104
3.677348496,4.079288478
3.677348496,4.068563754
3.677348496,4.05892795
3.677348496,4.050342234
3.677348496,4.042768894
3.677348496,4.036171298
3.677348496,4.030513867
3.677348496,4.025762041
3.677348496,4.021882252
3.677348496,4.018841893
3.677348496,4.016609299
3.677348496,4.015153711
3.677348496,4.014445262
3.677348496,4.014454946
3.677348496,4.015154602
3.677348496,4.016516888
3.677348496,4.018515262
3.677348496,4.021123962
3.677348496,4.024317986
3.677348496,4.028073076
3.677348496,4.032365697
3.677348496,4.037173021
3.677348496,4.042472908
3.677348496,4.048243893
3.677348496,4.054465167
3.677348496,4.061116562
3.677348496,4.068178534
3.677348496,4.075632153
3.677348496,4.083459083
3.677348496,4.091641568
3.677348496,4.100162422
3.677348496,4.109005011
3.677348496,4.118153241
3.677348496,4.127591544
3.677348496,4.137304868
3.677348496,4.147278658
3.677348496,4.157498848
3.677348496,4.16795185
3.677348496,4.178624537
3.677348496,4.189504232
3.677348496,4.200578701
3.677348496,4.211836136
3.677348496,4.223265145
3.677348496,4.234854743
3.677348496,4.246594337
3.677348496,4.258473721
3.677348496,4.270483058
3.677348496,4.282612878
3.677348496,4.29485406
3.677348496,4.307197826
3.677348496,4.319635733
3.677348496,4.332159657
3.677348496,4.344761791
3.677348496,4.35743463
3.677348496,4.370170966
3.677348496,4.382963876
3.677348496,4.395806716
3.677348496,4.408693109
3.677348496,4.421616941
3.677348496,4.434572349
3.677348496,4.447553718
3.677348496,4.460555665
3.677348496,4.473573042
3.677348496,4.486600919
3.677348496,4.499634583
3.677348496,4.512669527
3.677348496,4.525701447
3.677348496,4.538726233
3.677348496,4.551739961
3.677348496,4.564738891
3.677348496,4.577719455
3.677348496,4.590678257
3.677348496,4.603612064
3.677348496,4.616517798
3.677348496,4.629392537
3.677348496,4.642233502
3.677348496,4.655038058
3.677348496,4.667803706
3.677348496,4.680528077
3.677348496,4.693208929
3.677348496,4.705844144
3.677348496,4.718431718
3.677348496,4.730969762
3.677348496,4.743456496
3.677348496,4.755890244
3.677348496,4.76826943
3.677348496,4.780592577
1.051351035,4.792858297
1.051351035,4.804426681
1.051351035,4.814693568
1.051351035,4.82370975
1.051351035,4.831524058
1.051351035,4.838183436
1.051351035,4.843733015
1.051351035,4.848216184
1.051351035,4.851674652
1.051351035,4.85414852
1.051351035,4.855676337
1.051351035,4.856295163
1.051351035,4.856040626
1.051351035,4.854946978
1.051351035,4.853047144
1.051351035,4.85037278
1.051351035,4.846954318
1.051351035,4.842821012
1.051351035,4.838000987
1.051351035,4.832521282
1.051351035,4.826407889
1.051351035,4.819685799
1.051351035,4.812379034
1.051351035,4.804510692
1.051351035,4.796102976
1.051351035,4.787177233
1.051351035,4.777753985
1.051351035,4.767852965
1.051351035,4.75749314
1.051351035,4.746692748
1.051351035,4.735469323
1.051351035,4.723839723
1.051351035,4.711820157
1.051351035,4.699426206
1.051351035,4.686672856
1.051351035,4.67357451
1.051351035,4.660145022
1.051351035,4.646397709
1.051351035,4.632345377
1.051351035,4.618000341
1.051351035,4.60337444
1.051351035,4.58847906
1.051351035,4.573325149
1.051351035,4.557923237
1.051351035,4.542283447
1.051351035,4.526415516
1.051351035,4.510328809
1.051351035,4.494032329
1.051351035,4.477534738
1.051351035,4.460844366
1.051351035,4.443969225
1.051351035,4.42691702
1.051351035,4.409695165
1.051351035,4.392310789
1.051351035,4.374770751
1.051351035,4.357081648
1.051351035,4.33924983
1.051351035,4.321281403
1.051351035,4.303182242
1.051351035,4.284958001
1.051351035,4.26661412
1.051351035,4.248155833
1.051351035,4.229588179
1.051351035,4.210916006
1.051351035,4.192143979
1.051351035,4.17327659
1.051351035,4.154318164
1.051351035,4.135272861
1.051351035,4.116144689
1.051351035,4.096937506
1.051351035,4.077655027
1.051351035,4.058300831
1.051351035,4.038878362
1.051351035,4.01939094
1.051351035,3.999841762
1.051351035,3.980233908
1.051351035,3.960570347
1.051351035,3.940853938
1.051351035,3.921087438
1.051351035,3.901273504
1.051351035,3.881414698
1.051351035,3.861513489
1.051351035,3.841572261
1.051351035,3.82159331
1.051351035,3.801578852
1.051351035,3.781531027
1.051351035,3.761451898
1.051351035,3.741343458
1.051351035,3.72120763
1.051351035,3.701046271
1.051351035,3.680861176
-0.710543476,3.660654078
-0.710543476,3.640386111
-0.710543476,3.62002018
-0.710543476,3.599560508
-0.710543476,3.57901116
-0.710543476,3.558376048
-0.710543476,3.537658934
-0.710543476,3.516863441
-0.710543476,3.495993056
-0.710543476,3.475051137
-0.710543476,3.454040913
-0.710543476,3.432965498
-0.710543476,3.411827886
-0.710543476,3.390630964
-0.710543476,3.36937751
-0.710543476,3.348070201
-0.710543476,3.326711616
-0.710543476,3.305304241
-0.710543476,3.283850471
-0.710543476,3.262352613
-0.710543476,3.240812893
-0.710543476,3.219233456
-0.710543476,3.197616373
-0.710543476,3.175963638
-0.710543476,3.154277177
-0.710543476,3.132558849
-0.710543476,3.110810446
-0.710543476,3.089033701
-0.710543476,3.067230285
-0.710543476,3.045401814
-0.710543476,3.023549849
-0.710543476,3.001675897
-0.710543476,2.979781418
-0.710543476,2.957867822
-0.710543476,2.935936475
-0.710543476,2.913988696
-0.710543476,2.892025766
-0.710543476,2.870048923
-0.710543476,2.848059368
-0.710543476,2.826058265
-0.710543476,2.804046744
-0.710543476,2.782025901
3.065832487,2.759996799
3.065832487,2.738757585
3.065832487,2.719072609
3.065832487,2.700893104
3.065832487,2.684171439
3.065832487,2.668861077
3.065832487,2.654916522
3.065832487,2.642293284
3.065832487,2.630947841
3.065832487,2.620837608
3.065832487,2.611920903
-0.30554559,2.604156928
-0.30554559,2.596623372
-0.30554559,2.588442176
-0.30554559,2.579638788
-0.30554559,2.570237666
-0.30554559,2.560262313
-0.30554559,2.549735312
-0.30554559,2.538678369
-0.30554559,2.527112342
-0.30554559,2.515057273
-0.30554559,2.502532426
-0.30554559,2.489556311
-0.30554559,2.476146719
-0.30554559,2.462320746
-0.30554559,2.448094823
-0.30554559,2.433484739
-0.30554559,2.41850567
-0.30554559,2.4031722
-0.30554559,2.387498348
-0.30554559,2.371497583
-0.30554559,2.355182854
-0.30554559,2.338566606
-0.30554559,2.321660798
-0.30554559,2.304476928
-0.30554559,2.287026046
-0.30554559,2.269318772
-0.30554559,2.251365316
-0.30554559,2.233175491
-0.30554559,2.214758733
-0.006391287,2.196124108
-0.006391287,2.177269822
-0.006391287,2.158194174
-0.006391287,2.138905844
-0.006391287,2.11941317
-0.006391287,2.099724166
-0.006391287,2.079846529
-0.006391287,2.059787657
-0.006391287,2.039554655
-0.006391287,2.019154351
-0.006391287,1.998593307
-0.006391287,1.977877823
-0.006391287,1.957013957
-0.006391287,1.936007526
-0.006391287,1.91486412
-0.006391287,1.893589111
-0.006391287,1.872187659
-0.006391287,1.850664722
-0.006391287,1.829025063
-0.006391287,1.80727326
-0.006391287,1.785413709
-0.006391287,1.763450636
-0.006391287,1.741388101
-0.006391287,1.719230002
-0.006391287,1.696980088
-0.006391287,1.674641958
-0.006391287,1.652219072
-0.006391287,1.629714754
-0.006391287,1.607132196
-0.006391287,1.584474466
-0.006391287,1.561744513
-0.006391287,1.538945168
-0.006391287,1.516079152
-0.006391287,1.49314908
-0.006391287,1.470157464
-0.006391287,1.447106717
-0.006391287,1.423999157
-0.006391287,1.400837014
-0.006391287,1.377622426
-0.006391287,1.354357451
-0.006391287,1.331044065
-0.006391287,1.307684167
-0.006391287,1.284279579
-0.006391287,1.260832056
-0.006391287,1.23734328
-0.006391287,1.213814869
-0.006391287,1.190248379
-0.006391287,1.166645302
-0.006391287,1.143007073
-0.006391287,1.119335071
-0.006391287,1.095630621
-0.006391287,1.071894995
-0.006391287,1.048129417
-0.006391287,1.02433506
-0.006391287,1.000513054
-0.006391287,0.976664484
-0.006391287,0.952790391
-0.006391287,0.928891777
-0.006391287,0.904969604
-0.006391287,0.881024797
-0.006391287,0.857058242
-0.006391287,0.833070794
-0.006391287,0.809063273
-0.006391287,0.785036466
-0.006391287,0.760991131
0.360939625,0.736927994
0.360939625,0.712891838
0.360939625,0.688927089
0.360939625,0.665034066
0.360939625,0.64121329
0.360939625,0.617465497
0.360939625,0.593791658
0.360939625,0.570193002
0.360939625,0.546671034
0.360939625,0.523227572
0.360939625,0.499864777
0.360939625,0.476585197
0.360939625,0.453391817
0.360939625,0.430288121
0.360939625,0.407278166
0.360939625,0.384366675
0.360939625,0.361559151
0.360939625,0.338862018
0.360939625,0.316282805
0.360939625,0.293830375
0.360939625,0.271515229
0.360939625,0.249349904
0.360939625,0.227349511
0.360939625,0.205532474
0.360939625,0.183921572
0.360939625,0.162545456
0.360939625,0.141440926
0.360939625,0.120656509
-0.923630365,0.100258375
-0.923630365,0.082243496
-0.923630365,0.06906708
-0.923630365,0.061485483
-0.923630365,0.059993148
-0.923630365,0.06451106
-0.923630365,0.07433953
-0.923630365,0.088441045
-0.923630365,0.105764668
-0.923630365,0.125412533
-0.923630365,0.146672901
-0.923630365,0.168997182
-0.923630365,0.191965203
-0.923630365,0.215254249
-0.923630365,0.238615015
-0.923630365,0.261853749
-0.923630365,0.284819171
-0.923630365,0.307392842
-0.923630365,0.329482019
-0.923630365,0.351014283
-0.923630365,0.371933457
-0.923630365,0.392196455
-0.923630365,0.411770825
-0.923630365,0.430632811
-0.923630365,0.448765809
-0.923630365,0.46615912
-0.923630365,0.482806946
-0.923630365,0.498707557
-0.923630365,0.513862615
-0.923630365,0.528276603
-0.923630365,0.541956363
-0.923630365,0.554910689
-0.923630365,0.567150004
-0.923630365,0.578686074
-0.923630365,0.589531766
-0.923630365,0.599700853
-0.923630365,0.60920783
-0.923630365,0.618067774
-0.923630365,0.626296213
-0.923630365,0.633909017
-0.923630365,0.640922303
-0.923630365,0.64735236
-0.923630365,0.653215573
-0.923630365,0.65852837
-0.923630365,0.663307166
-0.923630365,0.667568325
-0.923630365,0.671328118
-0.923630365,0.674602696
-0.923630365,0.67740806
-0.923630365,0.679760041
-0.923630365,0.681674279
-0.923630365,0.683166212
-0.923630365,0.684251057
-0.923630365,0.684943808
-0.923630365,0.68525922
-0.923630365,0.685211807
-0.923630365,0.684815839
-0.923630365,0.684085334
-0.923630365,0.683034064
-0.923630365,0.681675546
-0.923630365,0.680023047
-0.923630365,0.678089586
-0.923630365,0.675887933
-0.923630365,0.673430612
-0.923630365,0.670729906
-0.923630365,0.667797859
-0.923630365,0.664646279
-0.923630365,0.661286744
-0.923630365,0.657730604
-0.923630365,0.653988986
-0.923630365,0.650072802
-0.923630365,0.645992748
-0.923630365,0.641759312
-0.923630365,0.637382778
-0.923630365,0.632873232
-0.923630365,0.628240564
-0.923630365,0.623494474
-0.923630365,0.618644475
1.225482161,0.613699901
1.225482161,0.608931351
1.225482161,0.6045979
1.225482161,0.60069115
1.225482161,0.597202283
1.225482161,0.594122068
1.225482161,0.591440871
1.225482161,0.589148659
1.225482161,0.587235019
1.225482161,0.585689178
1.225482161,0.58450002
1.225482161,0.583656115
1.225482161,0.583145747
1.225482161,0.582956939
1.225482161,0.583077492
1.225482161,0.583495015
1.225482161,0.584196961
1.225482161,0.585170661
1.225482161,0.586403366
1.225482161,0.587882275
1.225482161,0.589594579
1.225482161,0.59152749
1.225482161,0.593668282
1.225482161,0.596004317
1.225482161,0.598523081
1.225482161,0.601212214
1.225482161,0.604059537
1.225482161,0.607053078
1.225482161,0.610181096
1.225482161,0.613432104
1.225482161,0.616794888
1.225482161,0.620258526
1.225482161,0.623812399
1.225482161,0.627446212
1.225482161,0.631149997
1.225482161,0.634914127
1.225482161,0.638729325
1.225482161,0.642586664
1.225482161,0.646477575
1.225482161,0.650393849
1.225482161,0.654327637
1.225482161,0.65827145
1.225482161,0.662218155
1.225482161,0.666160976
1.225482161,0.670093487
1.225482161,0.67400961
1.225482161,0.677903605
1.225482161,0.681770068
1.225482161,0.68560392
1.225482161,0.689400405
1.225482161,0.693155075
1.225482161,0.696863788
1.225482161,0.700522694
1.225482161,0.70412823
1.225482161,0.707677109
1.225482161,0.71116631
1.225482161,0.71459307
1.225482161,0.717954876
1.225482161,0.721249451
1.225482161,0.724474748
1.225482161,0.727628941
1.225482161,0.730710414
1.225482161,0.733717753
1.225482161,0.736649735
1.225482161,0.739505323
1.225482161,0.742283655
1.225482161,0.744984034
1.225482161,0.747605922
1.225482161,0.750148933
1.225482161,0.752612821
1.225482161,0.754997478
1.225482161,0.75730292
1.225482161,0.759529286
1.225482161,0.761676828
1.225482161,0.763745904
1.225482161,0.765736973
1.225482161,0.767650588
1.225482161,0.769487389
1.225482161,0.771248101
1.225482161,0.772933522
1.225482161,0.774544524
1.225482161,0.776082045
1.225482161,0.777547082
1.225482161,0.778940692
1.225482161,0.780263981
1.225482161,0.781518104
1.225482161,0.782704259
1.225482161,0.783823684
1.225482161,0.784877653
1.225482161,0.785867471
1.225482161,0.786794472
1.225482161,0.787660017
1.225482161,0.788465486
1.225482161,0.789212282
1.329971708,0.78990182
1.329971708,0.790618894
1.329971708,0.791443733
1.329971708,0.792370967
1.329971708,0.793395301
1.329971708,0.794511515
1.329971708,0.795714471
1.329971708,0.796999118
1.329971708,0.798360499
1.329971708,0.799793748
1.329971708,0.801294104
1.329971708,0.802856904
1.329971708,0.804477595
1.329971708,0.806151732
1.329971708,0.807874982
1.329971708,0.809643125
1.329971708,0.811452057
1.329971708,0.813297793
1.329971708,0.815176466
1.329971708,0.817084326
1.329971708,0.819017748
1.329971708,0.820973224
1.329971708,0.822947369
1.329971708,0.824936917
1.329971708,0.826938725
1.329971708,0.828949768
1.329971708,0.83096714
1.329971708,0.832988055
1.329971708,0.835009843
1.329971708,0.83702995
1.329971708,0.839045936
1.329971708,0.841055475
1.329971708,0.843056351
1.329971708,0.845046457
1.329971708,0.847023795
1.329971708,0.84898647
1.329971708,0.850932691
1.329971708,0.852860768
1.329971708,0.85476911
1.329971708,0.85665622
1.329971708,0.858520698
1.329971708,0.860361233
1.329971708,0.862176604
1.329971708,0.863965676
1.329971708,0.865727398
1.329971708,0.867460801
1.329971708,0.869164995
1.329971708,0.870839165
3.231107089,0.872482571
3.231107089,0.876543473
3.231107089,0.885319489
3.231107089,0.898568051
3.231107089,0.916028822
3.231107089,0.937428384
3.231107089,0.962485088
3.231107089,0.990913738
3.231107089,1.022429877
3.231107089,1.056753524
3.231107089,1.09361226
3.231107089,1.132743669
3.231107089,1.17389715
3.231107089,1.216835169
3.231107089,1.261334033
3.231107089,1.307184253
3.231107089,1.354190597
3.231107089,1.402171889
3.231107089,1.450960619
3.231107089,1.500402434
3.231107089,1.55035552
3.231107089,1.600689947
3.231107089,1.651286973
3.231107089,1.702038346
3.231107089,1.752845608
3.231107089,1.803619416
3.231107089,1.854278895
3.231107089,1.904751008
3.231107089,1.954969971
3.231107089,2.004876694
3.231107089,2.054418255
3.231107089,2.103547418
3.231107089,2.152222174
3.231107089,2.200405319
3.231107089,2.248064062
3.231107089,2.295169657
3.231107089,2.341697073
3.231107089,2.387624679
3.231107089,2.432933954
3.231107089,2.477609229
3.231107089,2.521637433
3.231107089,2.565007875
3.231107089,2.607712031
3.231107089,2.649743355
3.231107089,2.691097101
3.231107089,2.731770157
3.231107089,2.771760902
3.231107089,2.811069062
3.231107089,2.849695585
3.231107089,2.887642523
3.231107089,2.924912924
3.231107089,2.961510734
3.231107089,2.997440706
3.231107089,3.032708314
3.231107089,3.067319675
3.231107089,3.101281481
3.231107089,3.134600933
3.231107089,3.167285679
0.013236788,3.199343758
0.013236788,3.229981186
0.013236788,3.258456671
0.013236788,3.284854985
0.013236788,3.309257572
0.013236788,3.331742688
0.013236788,3.352385517
0.013236788,3.371258296
0.013236788,3.38843043
0.013236788,3.403968601
0.013236788,3.417936878
0.013236788,3.430396818
0.013236788,3.441407562
0.013236788,3.451025936
0.013236788,3.459306533
0.013236788,3.46630181
0.013236788,3.472062164
0.013236788,3.476636018
0.013236788,3.480069894
0.013236788,3.482408492
0.013236788,3.483694758
0.013236788,3.483969955
0.013236788,3.483273727
0.013236788,3.481644164
0.013236788,3.479117863
0.013236788,3.475729986
0.013236788,3.471514316
0.013236788,3.46650331
0.013236788,3.460728155
0.013236788,3.454218813
0.013236788,3.447004072
0.013236788,3.439111591
0.013236788,3.430567945
0.013236788,3.421398666
0.013236788,3.411628287
0.013236788,3.401280375
0.013236788,3.390377578
0.013236788,3.378941652
0.013236788,3.366993502
0.013236788,3.354553212
0.013236788,3.34164008
0.013236788,3.328272646
0.013236788,3.314468724
0.013236788,3.300245428
0.013236788,3.285619203
0.013236788,3.270605848
0.013236788,3.255220543
0.013236788,3.239477871
0.013236788,3.223391847
0.013236788,3.206975932
0.013236788,3.190243063
0.013236788,3.173205667
0.013236788,3.155875685
0.013236788,3.13826459
0.013236788,3.120383404
0.013236788,3.102242719
0.013236788,3.083852709
0.013236788,3.06522315
0.013236788,3.046363437
0.013236788,3.027282592
0.013236788,3.007989288
0.013236788,2.988491855
0.013236788,2.968798298
0.013236788,2.948916306
0.013236788,2.928853268
0.013236788,2.908616284
0.013236788,2.888212174
0.013236788,2.867647492
0.013236788,2.846928534
0.013236788,2.826061349
0.013236788,2.80505175
3.190592225,2.783905321
3.190592225,2.763531777
